temperature,rate_R1_fwd,rate_R1_rev,rate_R2_fwd,rate_R2_rev,rate_R3_fwd,rate_R3_rev,rate_R4_fwd,rate_R4_rev,rate_R5_fwd,rate_R5_rev,rate_R6_fwd,rate_R6_rev,rate_R7_fwd,rate_R7_rev,rate_R8_fwd,rate_R8_rev
1354.5324622294816,20.124316735058958,54039433627259.27,10.372984804933955,1683591376510790.5,4.402391814780115,47128997354663.25,1.3831732457362413,328415862548657.8,2627098049655.7974,1.995600219522596,6325322826748.166,0.007746138904284979,1074641316527.0012,1.6757886064051595,3110584752873.6616,0.021310730219361574
1355.532870559412,20.19816453953259,54048148337326.945,10.42882716229384,1679661412275654.2,4.422063658194317,47130449585863.914,1.3920704031940574,327692405694152.44,2633570398293.4136,2.0152338013211635,6334726399360.618,0.007848493322057922,1076385894299.6172,1.6911257725653164,3115522267199.093,0.021597598866356645
1356.5332788893427,20.272207009273288,54056854023991.61,10.48490437716212,1675746511540497.5,4.441801486330325,47131902596000.81,1.4010138554998381,326971626559238.94,2640049040771.979,2.03503370136664,6344129898479.509,0.00795205604233787,1078130712337.2355,1.706582536601475,3120460261145.579,0.021887925079370704
1357.5336872192731,20.346444442977,54065550703829.555,10.541217139738995,1671846598696470.0,4.461605441023907,47133356377726.305,1.410003782323718,326253512073864.5,2646533966603.0703,2.0550010870374997,6353533314773.417,0.008056839546532088,1079875768434.7408,1.7221596587503962,3125398728322.077,0.02218174542997825
1358.5340955492038,20.420877137391738,54074238387044.19,10.597766140374063,1667961598022497.5,4.481475665627475,47134810918121.0,1.4190403641134242,325538049181594.6,2653025165433.995,2.0751371323433356,6362936636623.193,0.008162856425843273,1081621060187.6035,1.7378579028570063,3130337662850.678,0.02247909682959823
1359.5345038791343,20.495505396226566,54082917090053.4,10.654552073572019,1664091434948001.8,4.501412301765704,47136266215155.336,1.428123781689777,324825225000510.94,2659522626894.5063,2.095443017778232,6372339853813.588,0.008270119379659564,1083366585431.5773,1.753678036179362,3135277058549.1147,0.022780016512032392
1360.534912209065,20.570329518302593,54091586827623.4,10.71157563246329,1660236035027057.0,4.521415493241633,47137722261228.805,1.4372542162447073,324115026661274.44,2666026340286.0605,2.1159199296095204,6381742956428.653,0.008378641220343685,1085112341897.1448,1.7696208300579819,3140216909202.208,0.02308454205201596
1361.5353205389956,20.64534980046434,54100247606569.47,10.768837511244445,1656395324372969.0,4.541485382777837,47139179047285.086,1.4464318495076176,323407441354377.7,2672536295277.675,2.1365690613619552,6391145933923.287,0.008488434871182884,1086858327335.0797,1.7856870591142462,3145157208469.7534,0.02339271135718843
1362.535728868926,20.720566544174478,54108899444647.266,10.826338405807597,1652569229317286.8,4.561622113316821,47140636562812.16,1.4556568636215952,322702456386170.6,2679052481520.429,2.1573916126884867,6400548775490.549,0.008599513368369454,1088604539516.5059,1.801877501977249,3150097950526.991,0.023704562679228235
1363.5361371988567,20.7959800513586,54117542357961.55,10.884079013122854,1648757676985229.2,4.581825828422942,47142094805446.375,1.4649294408016333,322000059140436.5,2685574888334.442,2.1783887891867866,6409951471365.024,0.008711889860292274,1090350976201.2153,1.8181929405155366,3155039129425.583,0.02402013460543291
